"spec_id","diputado_id","diputado_nombre","dimension_1_aligned","dimension_2_aligned","dimension_2_predicted_by_quadratic","dimension_2_residual_after_quadratic","modal_party","modal_caucus","modal_alignment"
"raw_lop025_2d","1193","Patricio Briones Moller",-0.0707464590668678,0.896893203258514,-0.0694730867545967,0.966366290013111,"Partido de la Gente","Comité Partido de la Gente","no_alineado"
"raw_lop025_2d","1194","Daniel Bustos Leal",-0.987426042556763,0.158081755042076,0.0228891330450333,0.135192621997043,"Partido Republicano","Comité Partido Republicano","oficialismo"
"raw_lop025_2d","1195","Carlos Carvajal Gallardo",0.340937107801437,-0.0825787633657455,-0.0108887693287866,-0.0716899940369589,"Independientes","Partido Por la Democracia e Independientes","oposicion"
"raw_lop025_2d","1196","Priscilla Castillo Gerli",0.201898723840714,-0.790627419948578,-0.0376108883331226,-0.753016531615455,"Partido Demócrata Cristiano","Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes","oposicion"
"raw_lop025_2d","1197","Carlos Chandía Alarcón",-0.724284052848816,-0.263980805873871,-0.0350917179985691,-0.228889087875302,"Renovación Nacional","Renovación Nacional, Evopoli e Independientes","oficialismo"
"raw_lop025_2d","1198","Paz Charpentier Rajcevich",-0.987609386444092,0.156932473182678,0.022938365163184,0.133994108019494,"Partido Republicano","Comité Partido Republicano","oficialismo"
"raw_lop025_2d","1199","Jaime Coloma Álamos",-0.857171833515167,-0.109743140637875,-0.00897835750796537,-0.10076478312991,"Unión Demócrata Independiente","Unión Demócrata Independiente","oficialismo"
"raw_lop025_2d","1200","Cristian Contreras Radovic",-0.471216946840286,-0.048804335296154,-0.0669491966683786,0.0181448613722246,"Partido de la Gente","Fuera del Comité Partido de la Gente","no_alineado"
"raw_lop025_2d","1201","Flor Contreras Vivallo",-0.0658857822418213,0.56460702419281,-0.0691432194126921,0.633750243605502,"Partido de la Gente","Comité Partido de la Gente","no_alineado"
"raw_lop025_2d","1202","Eduardo Cretton Rebolledo",-0.902981460094452,-0.273242264986038,0.00152141982536624,-0.274763684811404,"Unión Demócrata Independiente","Unión Demócrata Independiente","oficialismo"
"raw_lop025_2d","1203","Sebastián Cristoffanini Jaraquemada",-0.987167239189148,0.159689605236053,0.0228196592311372,0.136869946004916,"Partido Republicano","Comité Partido Republicano","oficialismo"
